OrderID,CustomerID,Gender,Age,Product,Category,Quantity,Price,TotalAmount,PaymentMethod,Region,PurchaseDate
O00722,C1275,Male,59.0,Jacket,Fashion,4,36.69,146.76,Card,South,2024-11-20
O00723,C1048,Female,25.0,Makeup Kit,Beauty,3,45.91,137.73,Card,East,2025-01-01
O00724,C0538,Female,27.0,Shoes,Fashion,4,303.68,1214.72,Cash,North,2024-10-08
O00725,C0413,Female,42.0,T-shirt,Fashion,5,190.51,952.55,BankTransfer,South,2023-10-30
O00726,C0153,Female,54.0,Headphones,Electronics,5,82.6,413.0,BankTransfer,North,2025-06-18
O00727,C0627,Male,31.0,Shoes,Fashion,4,220.04,880.16,Card,North,2024-07-17
O00728,C0225,Male,45.0,Fan,Home,5,79.35,396.75,Card,East,2025-03-30
O00729,C0785,Female,21.0,Microwave,Home,1,416.42,416.42,Card,North,2023-12-29
O00730,C1390,Male,19.0,Fan,Home,5,342.01,1710.05,Cash,South,2023-11-07
O00731,C0075,Male,18.0,Lipstick,Beauty,3,74.69,224.07,Cash,South,2023-12-23
O00732,C0967,Male,57.0,Headphones,Electronics,5,220.97,1104.85,MobileMoney,South,2024-11-04
O00733,C0830,Male,47.0,Vacuum Cleaner,Home,3,451.8,1355.4,MobileMoney,West,2025-04-21
O00734,C1334,Male,56.0,Fan,Home,2,302.15,604.3,Cash,South,2024-04-28
O00735,C0433,Female,62.0,Shoes,Fashion,1,26.46,26.46,Cash,South,2024-12-15
O00736,C0928,Male,38.0,Laptop,Electronics,1,182.75,182.75,MobileMoney,East,2025-07-22
O00737,C1129,Female,61.0,T-shirt,Fashion,5,175.94,879.7,Cash,East,2024-11-03
O00738,C0299,Male,19.0,Microwave,Home,5,192.54,962.7,MobileMoney,West,2025-05-16
O00739,C0011,Male,,Fan,Home,5,379.15,1895.75,MobileMoney,West,2025-07-10
O00740,C1372,Female,38.0,Tablet,Electronics,5,37.76,188.8,BankTransfer,North,2025-05-02
O00741,C1197,Female,60.0,Microwave,Home,3,257.81,773.43,Cash,West,2024-03-16
O00742,C1089,Male,19.0,Smartphone,Electronics,3,351.03,1053.09,Cash,East,2025-08-29
O00743,C1159,Female,40.0,Perfume,Beauty,1,338.67,338.67,MobileMoney,South,2024-07-28
O00744,C0854,Female,30.0,Perfume,Beauty,3,46.0,138.0,Cash,South,2025-05-01
O00745,C0489,Male,64.0,Vacuum Cleaner,Home,4,329.9,1319.6,Card,North,2025-01-17
O00746,C0702,Female,22.0,Jeans,Fashion,2,23.97,47.94,MobileMoney,West,2024-09-04
O00747,C0939,Male,47.0,Lipstick,Beauty,4,427.83,1711.32,MobileMoney,South,2024-09-29
O00748,C0172,Female,47.0,T-shirt,Fashion,5,415.66,2078.3,BankTransfer,South,2025-01-04
O00749,C1339,Male,30.0,Microwave,Home,2,359.54,719.08,Cash,West,2024-07-11
O00750,C1406,Female,54.0,Vacuum Cleaner,Home,2,193.15,386.3,MobileMoney,East,2024-07-18
O00751,C0864,Male,46.0,Lotion,Beauty,4,317.03,1268.12,Cash,South,2025-05-03
O00752,C0038,Female,39.0,Jacket,Fashion,2,52.45,104.9,MobileMoney,South,2024-08-24
O00753,C0833,Male,30.0,Perfume,Beauty,5,95.86,479.3,Cash,East,2025-08-25
O00754,C1264,Female,,Smartphone,Electronics,1,425.03,425.03,Cash,South,2024-07-23
O00755,C0793,Male,53.0,Blender,Home,1,231.82,231.82,MobileMoney,West,2024-07-09
O00756,C1202,Male,57.0,Headphones,Electronics,1,484.75,484.75,Card,South,2024-09-03
O00757,C0374,Female,63.0,Perfume,Beauty,1,95.97,95.97,Card,West,2024-07-12
O00758,C0360,Female,32.0,Jacket,Fashion,2,146.29,292.58,Cash,North,2024-03-05
O00759,C0348,Male,55.0,Headphones,Electronics,5,257.04,1285.2,MobileMoney,East,2024-05-16
O00760,C0113,Male,63.0,Lipstick,Beauty,2,13.14,26.28,Cash,South,2023-10-31
O00761,C0717,Female,34.0,Jacket,Fashion,3,457.2,1371.6,Card,North,2024-12-10
O00762,C0004,Female,59.0,Laptop,Electronics,3,159.01,477.03,BankTransfer,West,2024-04-19
O00763,C0601,Female,21.0,Makeup Kit,Beauty,4,327.02,1308.08,Card,East,2024-05-02
O00764,C1421,Male,,Microwave,Home,4,394.35,1577.4,Card,North,2025-02-11
O00765,C1470,Male,36.0,Blender,Home,1,330.0,330.0,Card,South,2024-03-24
O00766,C0297,Male,47.0,T-shirt,Fashion,1,402.08,402.08,MobileMoney,West,2025-01-21
O00767,C0089,Male,,Lipstick,Beauty,4,262.05,1048.2,Cash,North,2025-04-13
O00768,C0501,Male,,Perfume,Beauty,2,348.83,697.66,MobileMoney,South,2023-11-17
O00769,C0309,Male,31.0,Smartphone,Electronics,3,85.32,255.96,BankTransfer,South,2023-12-22
O00770,C0871,Male,29.0,Tablet,Electronics,4,6.19,24.76,MobileMoney,South,2024-12-09
O00771,C1171,Male,34.0,Makeup Kit,Beauty,1,104.79,104.79,Card,West,2024-07-25
O00772,C0417,Female,,Smartphone,Electronics,4,444.17,1776.68,Card,North,2025-01-03
O00773,C0740,Female,46.0,Vacuum Cleaner,Home,2,428.91,857.82,Card,South,2024-02-17
O00774,C0082,Male,24.0,Lipstick,Beauty,4,386.22,1544.88,Cash,North,2023-11-25
O00775,C0809,Male,51.0,Tablet,Electronics,5,26.94,134.7,MobileMoney,North,2024-05-02
O00776,C0333,Female,20.0,Blender,Home,1,242.32,242.32,MobileMoney,North,2023-11-03
O00777,C0243,Female,43.0,Smartphone,Electronics,5,134.04,670.2,BankTransfer,East,2024-04-04
O00778,C0140,Male,23.0,Makeup Kit,Beauty,2,476.49,952.98,MobileMoney,South,2025-09-13
O00779,C1330,Male,64.0,Fan,Home,1,65.43,65.43,Cash,West,2023-10-17
O00780,C0660,Female,45.0,Makeup Kit,Beauty,1,370.86,370.86,MobileMoney,East,2024-08-30
O00781,C1113,Female,21.0,Vacuum Cleaner,Home,1,64.99,64.99,Cash,South,2025-05-01
O00782,C0724,Female,32.0,Smartphone,Electronics,5,32.36,161.8,Card,East,2025-01-30
O00783,C1348,Female,46.0,Blender,Home,5,270.12,1350.6,MobileMoney,North,2024-02-22
O00784,C1469,Female,27.0,Shoes,Fashion,5,308.91,1544.55,MobileMoney,East,2024-10-05
O00785,C0767,Male,40.0,Jeans,Fashion,2,328.05,656.1,Card,East,2024-02-28
O00786,C0844,Female,31.0,Laptop,Electronics,4,220.14,880.56,Cash,West,2024-12-26
O00787,C0972,Female,56.0,Laptop,Electronics,5,406.49,2032.45,MobileMoney,North,2024-08-15
O00788,C1345,Male,52.0,Fan,Home,3,325.5,976.5,Card,North,2025-06-16
O00789,C0262,Female,64.0,Headphones,Electronics,2,122.45,244.9,MobileMoney,North,2024-10-31
O00790,C1150,Female,,Microwave,Home,5,327.6,1638.0,Card,North,2025-09-09
O00791,C1160,Female,48.0,Jacket,Fashion,3,406.84,1220.52,BankTransfer,South,2025-05-05
O00792,C1230,Male,53.0,Fan,Home,3,5.2,15.6,MobileMoney,South,2024-03-28
O00793,C0657,Male,45.0,Smartphone,Electronics,4,79.6,318.4,Cash,South,2024-11-05
O00794,C1461,Female,,Lipstick,Beauty,4,78.73,314.92,BankTransfer,East,2024-02-13
O00795,C0135,Male,54.0,Jacket,Fashion,4,310.98,1243.92,BankTransfer,North,2025-07-08
O00796,C0861,Male,56.0,Jacket,Fashion,3,262.99,788.97,MobileMoney,West,2023-11-16
O00797,C1422,Female,46.0,Blender,Home,3,373.65,1120.95,Card,North,2023-10-04
O00798,C1004,Male,28.0,Lotion,Beauty,1,241.29,241.29,Card,West,2024-06-26
O00799,C0788,Male,,Makeup Kit,Beauty,2,76.35,152.7,BankTransfer,North,2024-11-15
O00800,C0241,Female,55.0,Laptop,Electronics,5,233.69,1168.45,Cash,South,2024-06-03
O00801,C0056,Female,,Shoes,Fashion,5,116.45,582.25,MobileMoney,West,2023-11-19
O00802,C1453,Female,,Laptop,Electronics,1,243.94,243.94,Cash,East,2024-01-05
O00803,C0057,Male,35.0,Perfume,Beauty,2,299.45,598.9,BankTransfer,South,2025-01-23
O00804,C1227,Male,42.0,Jeans,Fashion,3,436.28,1308.84,Cash,East,2024-11-25
O00805,C0100,Male,59.0,Lipstick,Beauty,2,19.68,39.36,Cash,South,2024-09-29
O00806,C1283,Male,48.0,Tablet,Electronics,3,443.64,1330.92,BankTransfer,North,2024-03-24
O00807,C0321,Female,40.0,Shoes,Fashion,5,267.27,1336.35,Card,West,2024-11-30
O00808,C0365,Female,28.0,Smartphone,Electronics,2,165.18,330.36,Card,West,2024-03-04
O00809,C1409,Female,58.0,Microwave,Home,2,30.73,61.46,MobileMoney,East,2023-12-31
O00810,C0092,Male,,Perfume,Beauty,2,432.85,865.7,BankTransfer,West,2024-05-14
O00811,C1324,Male,45.0,Makeup Kit,Beauty,3,413.81,1241.43,BankTransfer,West,2024-03-26
O00812,C0835,Male,61.0,Perfume,Beauty,4,159.4,637.6,Card,East,2024-06-18
O00813,C0283,Male,52.0,Headphones,Electronics,4,348.43,1393.72,BankTransfer,East,2024-01-20
O00814,C0314,Female,42.0,Perfume,Beauty,5,177.82,889.1,Cash,West,2023-10-11
O00815,C0124,Male,58.0,Laptop,Electronics,2,107.27,214.54,BankTransfer,West,2023-11-10
O00816,C0635,Female,29.0,T-shirt,Fashion,2,201.55,403.1,MobileMoney,West,2024-11-03
O00817,C0943,Male,53.0,Lotion,Beauty,4,365.49,1461.96,Card,North,2024-03-28
O00818,C1175,Male,63.0,Shoes,Fashion,4,42.35,169.4,Card,West,2025-05-18
O00819,C0089,Male,64.0,Fan,Home,2,262.66,525.32,BankTransfer,North,2024-06-11
O00820,C0640,Male,49.0,Microwave,Home,1,363.44,363.44,Card,East,2024-05-11
O00821,C0083,Female,32.0,Headphones,Electronics,4,179.39,717.56,Card,North,2024-10-28
O00822,C0174,Female,48.0,Microwave,Home,2,447.65,895.3,Cash,West,2025-01-16
O00823,C0767,Male,21.0,Headphones,Electronics,5,199.72,998.6,BankTransfer,North,2025-04-25
O00824,C0240,Male,45.0,Microwave,Home,2,157.24,314.48,BankTransfer,South,2024-04-03
O00825,C0418,Female,51.0,Makeup Kit,Beauty,4,119.23,476.92,MobileMoney,East,2025-05-25
O00826,C0194,Female,64.0,Blender,Home,4,365.72,1462.88,MobileMoney,West,2024-06-01
O00827,C1236,Male,34.0,Perfume,Beauty,5,127.96,639.8,Card,West,2024-02-27
O00828,C1314,Male,31.0,Fan,Home,1,141.39,141.39,MobileMoney,South,2023-11-07
O00829,C0970,Female,,Vacuum Cleaner,Home,5,39.15,195.75,Cash,West,2023-10-05
O00830,C0625,Female,18.0,Lotion,Beauty,1,347.95,347.95,MobileMoney,West,2024-12-22
O00831,C0703,Female,,Lipstick,Beauty,4,16.69,66.76,Card,East,2024-02-03
O00832,C0366,Male,48.0,Tablet,Electronics,1,381.99,381.99,Cash,North,2024-12-13
O00833,C0554,Male,22.0,Makeup Kit,Beauty,1,294.73,294.73,BankTransfer,North,2025-03-28
O00834,C1222,Female,,Microwave,Home,3,369.91,1109.73,MobileMoney,West,2024-02-06
O00835,C0840,Male,19.0,Microwave,Home,3,208.13,624.39,MobileMoney,West,2025-02-04
O00836,C0904,Male,64.0,Microwave,Home,5,76.37,381.85,BankTransfer,East,2025-01-15
O00837,C0986,Female,24.0,Perfume,Beauty,3,35.25,105.75,BankTransfer,North,2024-01-10
O00838,C1093,Female,20.0,Lotion,Beauty,3,460.17,1380.51,Card,West,2024-12-28
O00839,C0749,Female,29.0,Blender,Home,1,459.24,459.24,BankTransfer,East,2024-03-23
O00840,C0503,Female,31.0,Vacuum Cleaner,Home,3,102.41,307.23,Card,East,2024-11-25
O00841,C0086,Male,56.0,Microwave,Home,4,365.64,1462.56,Card,South,2025-05-10
O00842,C0856,Female,,T-shirt,Fashion,1,390.5,390.5,Card,East,2025-08-27
O00843,C1127,Female,37.0,Microwave,Home,4,188.93,755.72,Card,East,2025-08-29
O00844,C1179,Female,27.0,Jeans,Fashion,2,244.51,489.02,BankTransfer,West,2024-04-09
O00845,C0226,Male,51.0,Lotion,Beauty,1,407.08,407.08,Card,West,2024-11-05
O00846,C1003,Male,63.0,Microwave,Home,4,203.73,814.92,Card,East,2024-09-28
O00847,C0740,Female,47.0,Blender,Home,3,128.19,384.57,MobileMoney,West,2025-02-13
O00848,C0613,Male,42.0,Fan,Home,4,274.34,1097.36,Card,South,2024-11-04
O00849,C0167,Male,27.0,Vacuum Cleaner,Home,5,495.88,2479.4,Cash,West,2025-06-29
O00850,C0339,Female,60.0,Headphones,Electronics,1,81.86,81.86,Cash,South,2025-01-02
O00851,C1438,Female,62.0,Makeup Kit,Beauty,4,68.54,274.16,Cash,East,2024-07-10
O00852,C1332,Male,61.0,Microwave,Home,5,100.76,503.8,Cash,South,2025-03-15
O00853,C0517,Male,58.0,Lotion,Beauty,3,377.84,1133.52,Card,West,2024-10-05
O00854,C0362,Female,62.0,Microwave,Home,1,267.75,267.75,Card,South,2025-06-13
O00855,C0346,Female,,Blender,Home,3,448.88,1346.64,MobileMoney,North,2024-05-01
O00856,C1336,Male,55.0,Perfume,Beauty,1,269.24,269.24,Card,South,2024-03-24
O00857,C0752,Female,46.0,T-shirt,Fashion,3,304.22,912.66,MobileMoney,West,2025-08-27
O00858,C0597,Male,51.0,Headphones,Electronics,4,442.38,1769.52,MobileMoney,South,2024-10-28
O00859,C1486,Female,57.0,Lotion,Beauty,4,342.76,1371.04,MobileMoney,South,2024-02-17
O00860,C0772,Female,59.0,Lipstick,Beauty,1,98.41,98.41,Card,South,2023-10-14
O00861,C0232,Male,55.0,Blender,Home,3,296.49,889.47,Card,East,2024-01-25
O00862,C0648,Female,40.0,Jeans,Fashion,2,10.21,20.42,BankTransfer,North,2025-05-26
O00863,C0475,Female,45.0,Makeup Kit,Beauty,1,346.53,346.53,BankTransfer,West,2023-12-12
O00864,C1037,Male,42.0,Smartphone,Electronics,5,274.57,1372.85,Cash,East,2024-07-18
O00865,C0761,Female,59.0,Makeup Kit,Beauty,4,392.26,1569.04,Card,North,2024-09-03
O00866,C0588,Female,35.0,Perfume,Beauty,1,19.09,19.09,Cash,South,2024-09-07
O00867,C0361,Female,27.0,Perfume,Beauty,4,472.11,1888.44,MobileMoney,East,2023-09-24
O00868,C1207,Male,58.0,Lotion,Beauty,4,163.44,653.76,MobileMoney,North,2024-02-23
O00869,C1209,Female,51.0,Shoes,Fashion,1,399.31,399.31,Card,West,2024-07-02
O00870,C0695,Female,58.0,Shoes,Fashion,5,329.81,1649.05,Card,South,2024-01-21
O00871,C1117,Male,60.0,Shoes,Fashion,3,485.78,1457.34,Cash,North,2025-05-05
O00872,C0214,Male,63.0,Makeup Kit,Beauty,3,169.73,509.19,Card,South,2025-03-03
O00873,C1160,Female,41.0,Shoes,Fashion,2,162.31,324.62,Cash,West,2024-03-29
O00874,C0018,Female,34.0,Tablet,Electronics,1,432.05,432.05,MobileMoney,East,2025-03-24
O00875,C0884,Male,46.0,Fan,Home,2,57.11,114.22,BankTransfer,North,2025-06-26
O00876,C1204,Male,46.0,Fan,Home,5,235.63,1178.15,Card,South,2024-12-14
O00877,C0604,Male,31.0,Microwave,Home,5,20.73,103.65,BankTransfer,West,2023-12-12
O00878,C0267,Male,,Headphones,Electronics,3,458.33,1374.99,BankTransfer,West,2024-05-02
O00879,C1308,Male,51.0,Lotion,Beauty,2,27.92,55.84,Cash,West,2024-12-15
O00880,C0150,Female,48.0,Blender,Home,3,42.38,127.14,Cash,South,2025-02-23
O00881,C1306,Female,23.0,Microwave,Home,5,493.37,2466.85,Card,South,2025-02-09
O00882,C1058,Male,22.0,Jeans,Fashion,2,442.5,885.0,Cash,South,2024-11-11
O00883,C0686,Male,21.0,Jacket,Fashion,5,362.58,1812.9,BankTransfer,South,2024-06-04
O00884,C0950,Male,,Vacuum Cleaner,Home,3,209.51,628.53,Cash,South,2024-08-19
O00885,C0948,Female,31.0,Laptop,Electronics,1,79.56,79.56,MobileMoney,South,2024-12-19
O00886,C1298,Female,35.0,Lotion,Beauty,4,150.3,601.2,Card,South,2024-04-19
O00887,C0517,Male,58.0,Makeup Kit,Beauty,1,360.86,360.86,MobileMoney,North,2024-07-30
O00888,C0501,Male,21.0,Microwave,Home,1,98.61,98.61,Cash,West,2024-01-30
O00889,C0878,Female,19.0,T-shirt,Fashion,2,354.47,708.94,MobileMoney,West,2024-09-27
O00890,C0461,Female,38.0,Headphones,Electronics,3,476.39,1429.17,MobileMoney,North,2024-05-18
O00891,C0027,Female,27.0,Laptop,Electronics,1,340.35,340.35,BankTransfer,North,2024-12-09
O00892,C0810,Male,46.0,Vacuum Cleaner,Home,1,210.28,210.28,Card,South,2024-12-03
O00893,C0295,Male,37.0,Lotion,Beauty,1,145.38,145.38,Cash,West,2023-10-06
O00894,C0145,Male,,Tablet,Electronics,2,138.55,277.1,MobileMoney,West,2025-05-16
O00895,C0789,Female,52.0,Laptop,Electronics,5,322.79,1613.95,Cash,North,2025-06-06
O00896,C0648,Female,48.0,Lipstick,Beauty,5,241.14,1205.7,Cash,East,2025-04-03
O00897,C0682,Female,28.0,Makeup Kit,Beauty,5,177.74,888.7,MobileMoney,East,2024-11-19
O00898,C0821,Male,27.0,Microwave,Home,2,30.61,61.22,BankTransfer,East,2024-06-25
O00899,C0135,Male,25.0,Shoes,Fashion,4,114.44,457.76,Cash,North,2024-05-20
O00900,C0421,Male,30.0,Fan,Home,5,415.45,2077.25,BankTransfer,West,2025-03-14
O00901,C0261,Female,42.0,Tablet,Electronics,5,278.51,1392.55,MobileMoney,West,2024-08-09
O00902,C0851,Male,31.0,Tablet,Electronics,1,389.01,389.01,MobileMoney,East,2024-08-28
O00903,C0440,Female,25.0,T-shirt,Fashion,2,18.43,36.86,BankTransfer,West,2025-06-21
O00904,C0912,Female,51.0,Vacuum Cleaner,Home,2,33.72,67.44,Card,West,2025-05-03
O00905,C1311,Male,46.0,T-shirt,Fashion,1,271.66,271.66,Cash,South,2024-04-29
O00906,C0384,Female,43.0,Lipstick,Beauty,4,450.53,1802.12,Card,South,2024-01-04
O00907,C0741,Male,38.0,Laptop,Electronics,2,283.54,567.08,Cash,North,2024-11-07
O00908,C0748,Female,,T-shirt,Fashion,5,64.84,324.2,Card,South,2024-07-05
O00909,C1489,Male,36.0,Smartphone,Electronics,1,492.81,492.81,Card,South,2024-03-04
O00910,C0635,Female,31.0,Fan,Home,1,65.08,65.08,BankTransfer,South,2025-03-02
O00911,C1167,Female,,Blender,Home,5,93.89,469.45,BankTransfer,North,2024-11-01
O00912,C1441,Female,33.0,Fan,Home,4,282.97,1131.88,BankTransfer,North,2024-07-27
O00913,C0741,Female,36.0,Microwave,Home,1,497.43,497.43,Cash,North,2023-09-28
O00914,C1046,Male,27.0,Lotion,Beauty,3,218.02,654.06,BankTransfer,South,2024-09-19
O00915,C0661,Female,53.0,Vacuum Cleaner,Home,4,52.11,208.44,BankTransfer,North,2024-06-25
O00916,C0171,Male,27.0,Jeans,Fashion,4,108.77,435.08,MobileMoney,West,2024-09-05
O00917,C0117,Female,39.0,Laptop,Electronics,4,45.43,181.72,Cash,South,2024-12-26
O00918,C0290,Female,20.0,Blender,Home,5,44.54,222.7,MobileMoney,East,2024-12-29
O00919,C0462,Male,53.0,T-shirt,Fashion,2,233.37,466.74,Cash,West,2023-12-19
O00920,C1247,Female,62.0,Lotion,Beauty,5,167.13,835.65,MobileMoney,East,2023-10-06
O00921,C0299,Female,45.0,Vacuum Cleaner,Home,1,326.1,326.1,MobileMoney,West,2024-08-06
O00922,C0429,Male,36.0,Laptop,Electronics,2,149.87,299.74,MobileMoney,West,2025-01-27
O00923,C1465,Female,22.0,T-shirt,Fashion,5,112.98,564.9,MobileMoney,East,2025-06-26
O00924,C1311,Male,28.0,Makeup Kit,Beauty,5,348.62,1743.1,Cash,East,2023-12-17
O00925,C1321,Female,54.0,Microwave,Home,5,363.5,1817.5,MobileMoney,South,2024-02-21
O00926,C0489,Female,44.0,Microwave,Home,5,207.92,1039.6,MobileMoney,West,2024-03-23
O00927,C0202,Female,51.0,Smartphone,Electronics,1,272.8,272.8,Cash,North,2024-02-26
O00928,C1290,Female,53.0,Jeans,Fashion,1,26.04,26.04,MobileMoney,West,2025-07-19
O00929,C0078,Female,26.0,Shoes,Fashion,4,488.71,1954.84,MobileMoney,East,2025-02-21
O00930,C0444,Female,18.0,Tablet,Electronics,1,426.84,426.84,Cash,South,2023-10-31
O00931,C0130,Female,20.0,Perfume,Beauty,5,22.33,111.65,BankTransfer,West,2024-02-14
O00932,C1203,Male,25.0,Headphones,Electronics,2,194.16,388.32,BankTransfer,North,2025-07-03
O00933,C0101,Female,24.0,Lotion,Beauty,1,396.98,396.98,Cash,North,2024-11-26
O00934,C0612,Female,50.0,Shoes,Fashion,5,340.19,1700.95,BankTransfer,North,2025-04-22
O00935,C0993,Male,23.0,Makeup Kit,Beauty,1,172.05,172.05,Cash,East,2024-11-18
O00936,C0926,Male,59.0,Makeup Kit,Beauty,1,102.92,102.92,Cash,East,2025-08-20
O00937,C0616,Male,32.0,Shoes,Fashion,5,462.49,2312.45,MobileMoney,West,2023-12-30
O00938,C0875,Female,24.0,Vacuum Cleaner,Home,2,483.26,966.52,Card,West,2025-04-01
O00939,C0026,Male,27.0,Jacket,Fashion,3,434.62,1303.86,Card,West,2024-08-05
O00940,C0482,Male,29.0,Headphones,Electronics,1,276.16,276.16,Cash,West,2025-01-24
O00941,C1273,Female,44.0,Perfume,Beauty,1,269.96,269.96,MobileMoney,East,2024-06-13
O00942,C0992,Female,44.0,Vacuum Cleaner,Home,3,251.29,753.87,MobileMoney,West,2024-06-24
O00943,C0395,Female,51.0,Fan,Home,4,405.7,1622.8,BankTransfer,East,2023-11-17
O00944,C0269,Male,56.0,Fan,Home,3,398.12,1194.36,Cash,East,2024-09-03
O00945,C1472,Female,58.0,Laptop,Electronics,3,200.41,601.23,MobileMoney,South,2024-06-17
O00946,C0399,Female,,Jacket,Fashion,3,387.58,1162.74,BankTransfer,East,2025-01-07
O00947,C0899,Female,39.0,Lipstick,Beauty,3,402.54,1207.62,MobileMoney,South,2024-09-29
O00948,C0497,Male,27.0,T-shirt,Fashion,1,283.65,283.65,Card,East,2024-06-05
O00949,C0891,Female,,Smartphone,Electronics,1,55.31,55.31,MobileMoney,West,2024-11-22
O00950,C0873,Male,42.0,Headphones,Electronics,1,243.19,243.19,MobileMoney,West,2023-10-13
O00951,C0462,Female,20.0,Blender,Home,4,292.21,1168.84,Card,West,2025-07-27
O00952,C0563,Female,23.0,Smartphone,Electronics,1,408.2,408.2,MobileMoney,North,2025-08-13
O00953,C0341,Male,24.0,Perfume,Beauty,4,197.57,790.28,MobileMoney,North,2024-11-01
O00954,C0539,Female,60.0,Shoes,Fashion,4,330.65,1322.6,Cash,South,2024-01-25
O00955,C1248,Female,44.0,Fan,Home,2,272.87,545.74,MobileMoney,East,2024-09-06
O00956,C0111,Female,51.0,Jeans,Fashion,5,475.58,2377.9,MobileMoney,East,2024-03-10
O00957,C0078,Female,,T-shirt,Fashion,2,271.34,542.68,Card,South,2024-09-27
O00958,C0797,Male,39.0,Vacuum Cleaner,Home,5,428.7,2143.5,BankTransfer,South,2024-07-22
O00959,C0110,Female,37.0,Jacket,Fashion,4,119.41,477.64,Cash,West,2025-08-05
O00960,C0330,Female,52.0,Makeup Kit,Beauty,2,172.3,344.6,MobileMoney,South,2025-03-13
O00961,C0346,Male,46.0,Microwave,Home,2,142.32,284.64,MobileMoney,East,2024-02-13
O00962,C1131,Male,44.0,Vacuum Cleaner,Home,1,50.64,50.64,BankTransfer,North,2025-07-07
O00963,C0996,Male,,Vacuum Cleaner,Home,3,329.67,989.01,BankTransfer,East,2025-07-20
O00964,C1190,Female,24.0,Lotion,Beauty,2,326.45,652.9,MobileMoney,North,2024-11-08
O00965,C1194,Male,27.0,Perfume,Beauty,2,148.03,296.06,BankTransfer,South,2024-04-11
O00966,C0329,Female,24.0,Lipstick,Beauty,3,113.68,341.04,MobileMoney,East,2025-05-15
O00967,C1340,Male,,Jeans,Fashion,2,263.27,526.54,BankTransfer,South,2024-10-12
O00968,C0615,Female,25.0,Fan,Home,3,69.66,208.98,Card,South,2023-12-08
O00969,C0923,Female,32.0,Laptop,Electronics,5,141.17,705.85,Card,East,2024-03-18
O00970,C0178,Male,,Lipstick,Beauty,1,161.5,161.5,Card,South,2023-10-13
O00971,C0394,Male,37.0,Microwave,Home,1,337.74,337.74,BankTransfer,West,2023-12-27
O00972,C0793,Female,23.0,Lotion,Beauty,1,78.36,78.36,Card,South,2025-05-14
O00973,C1352,Female,41.0,Makeup Kit,Beauty,3,250.43,751.29,Cash,South,2024-08-04
O00974,C0304,Female,37.0,Headphones,Electronics,2,146.21,292.42,Card,East,2024-02-22
O00975,C1469,Male,38.0,Blender,Home,2,146.53,293.06,BankTransfer,East,2024-02-19
O00976,C1045,Female,25.0,Blender,Home,5,36.21,181.05,Card,West,2024-10-01
O00977,C1292,Male,63.0,Jacket,Fashion,1,417.12,417.12,BankTransfer,North,2025-03-29
O00978,C0324,Male,25.0,Makeup Kit,Beauty,2,228.59,457.18,Card,East,2025-05-08
O00979,C0668,Male,18.0,Vacuum Cleaner,Home,3,266.51,799.53,BankTransfer,North,2025-01-28
O00980,C1236,Male,39.0,Jeans,Fashion,5,435.6,2178.0,BankTransfer,North,2024-06-03
O00981,C0920,Male,39.0,Headphones,Electronics,2,352.67,705.34,Card,South,2024-04-17
O00982,C0646,Male,,Tablet,Electronics,1,61.99,61.99,Card,East,2025-03-31
O00983,C0038,Male,63.0,Tablet,Electronics,4,307.21,1228.84,MobileMoney,East,2023-12-31
O00984,C0496,Female,32.0,Blender,Home,1,131.98,131.98,Card,South,2024-09-24
O00985,C0367,Female,61.0,Jacket,Fashion,4,420.97,1683.88,Card,East,2024-07-16
O00986,C0021,Male,54.0,Shoes,Fashion,1,101.3,101.3,Cash,South,2024-03-10
O00987,C0148,Male,25.0,Lotion,Beauty,1,417.12,417.12,BankTransfer,North,2025-02-01
O00988,C0364,Female,23.0,Tablet,Electronics,2,75.61,151.22,Cash,North,2025-01-26
O00989,C1020,Female,48.0,Tablet,Electronics,5,318.56,1592.8,Card,North,2025-08-23
O00990,C1216,Female,,Jacket,Fashion,1,483.53,483.53,Card,South,2025-06-20
O00991,C0646,Female,31.0,Tablet,Electronics,3,82.95,248.85,Card,West,2024-06-09
O00992,C1395,Female,36.0,Laptop,Electronics,2,337.4,674.8,BankTransfer,East,2024-11-07
O00993,C1077,Male,49.0,Vacuum Cleaner,Home,2,85.05,170.1,BankTransfer,West,2024-02-26
O00994,C1083,Female,,Headphones,Electronics,1,28.27,28.27,BankTransfer,North,2025-02-27
O00995,C1260,Female,30.0,Vacuum Cleaner,Home,4,86.56,346.24,BankTransfer,West,2025-07-09
O00996,C0229,Female,18.0,Fan,Home,3,186.5,559.5,BankTransfer,East,2024-01-16
O00997,C1086,Female,58.0,Jeans,Fashion,2,148.05,296.1,MobileMoney,West,2024-04-08
O00998,C0118,Female,,Vacuum Cleaner,Home,2,493.88,987.76,BankTransfer,South,2023-12-30
O00999,C0959,Female,41.0,T-shirt,Fashion,1,32.59,32.59,Card,South,2024-09-05
O01000,C1427,Male,43.0,Microwave,Home,1,237.74,237.74,Card,East,2024-11-24
O01001,C0627,Female,64.0,T-shirt,Fashion,5,357.99,1789.95,Card,East,2023-11-15
O01002,C1229,Male,53.0,Shoes,Fashion,2,488.62,977.24,Card,West,2024-06-08
O01003,C0514,Male,23.0,Lipstick,Beauty,4,289.07,1156.28,Card,South,2025-04-29
O01004,C0057,Female,55.0,Laptop,Electronics,3,478.63,1435.89,Cash,South,2025-04-29
